업체코드,메뉴명,메뉴카테고리,메뉴설명,메뉴가격
1857315164,이탈리안돈까스ㅡㅡ,대표,모짜렐라블럭치즈를감싼신선한돈등심(2개)+흰밥+양배추.적채샐러드+단무지+오이.무우피클+모듬야채가토핑된수제소스,11000원
16792504,원조 수제물갈비,대표,"""붙이지않은진짜갈비""로비법양념과신선한야채콩나물과당면을넣어끓여먹는물갈비",20000원
16792504,부추볶음밥,대표,남은전골국물에밥을비벼먹는부추볶음밥은자매갈비의시그니처입니다.,3000원
16792504,새우부추전,메뉴카테고리없음,탱글탱글한생새우와영양만점아삭한부추의만남!겉바속촉식감이살아있는별미,15000원
16792504,떡갈비,메뉴카테고리없음,갈빗살로만든육즙가득프리미엄떡갈비,13000원
16792504,아귀순살튀김,메뉴카테고리없음,한입베어무는순간느껴지는극강의부드러움!복튀김만큼귀하고맛있는아귀순살재발견,16000원
16792504,계란찜,메뉴카테고리없음,메뉴설명없음,5000원
16792504,공기밥,메뉴카테고리없음,알이굵어씹는맛이일품!신동진쌀로완성하는건강한집밥한끼,1000원
16792504,만두사리,메뉴카테고리없음,전골에사리로넣어서더욱풍성한맛으로즐길수있습니다.,3000원
16792504,야채사리,메뉴카테고리없음,산지에서오늘공수한신선함그대로콩나물과버섯,3000원
16792504,라면사리,메뉴카테고리없음,사리추가로가능합니다,3000원
16792504,당면사리,메뉴카테고리없음,첫주문시당면이들어있습니다.,3000원
1595618342,흑임자라떼,대표,메뉴설명없음,8000원
1595618342,현미크림커피,대표,메뉴설명없음,8500원
1595618342,아메리카노,대표,메뉴설명없음,5500원
1595618342,벌꿀소금빵,대표,메뉴설명없음,3400원
1595618342,플레인 소금빵,메뉴카테고리없음,메뉴설명없음,3300원
1595618342,글레이즈 소금빵,메뉴카테고리없음,메뉴설명없음,3500원
1595618342,명란 소금빵,메뉴카테고리없음,메뉴설명없음,3500원
1595618342,생크림 소금빵,메뉴카테고리없음,메뉴설명없음,4500원
1595618342,갈릭버터 소금빵,메뉴카테고리없음,메뉴설명없음,4000원
1595618342,체다할라피뇨 소금빵,메뉴카테고리없음,메뉴설명없음,4000원
1595618342,백앙금 버터롤,메뉴카테고리없음,메뉴설명없음,4000원
1595618342,팥앙금 버터롤,메뉴카테고리없음,메뉴설명없음,4000원
1595618342,티슈브레드,메뉴카테고리없음,메뉴설명없음,7500원
1595618342,마블큐브,메뉴카테고리없음,메뉴설명없음,7700원
1595618342,몽블랑,메뉴카테고리없음,메뉴설명없음,5000원
33342797,전주왱이국밥,대표,메뉴설명없음,9000원
33342797,모주 큰병,대표,메뉴설명없음,10000원
33342797,모주 작은병,메뉴카테고리없음,메뉴설명없음,5000원
33342797,모주 한잔,메뉴카테고리없음,메뉴설명없음,2000원
33342797,어린이국밥,메뉴카테고리없음,메뉴설명없음,7000원
1528741155,소금 슈페너,대표,단짠밸런스로완성한시그니처크림커피(onlyice),6500원
1528741155,초코바게트,대표,발로나초코스틱과가나슈를올린진한맛의초코바게트,7300원
1528741155,소금빵,대표,메뉴설명없음,3000원
1528741155,와인 한잔 & 바닐라 아이스크림,대표,바닐라아이스크림과와인한잔으로구성된세트입니다.,13900원
1528741155,소금빵 우베 아이스크림,대표,오리지널소금빵바닐라아이스크림우베시럽고소하고달콤한우베의맛을느껴보세요,7300원
1528741155,피스타치오 슈페너,메뉴카테고리없음,진한피스타치오크림이끝까지이어지는시그니처쿠림라떼,6900원
1528741155,피스타치오 크림치즈 바게트 샌드위치,메뉴카테고리없음,바게트잠봉피스타치오루꼴라꿀크림치즈,8500원
1528741155,소금빵 샌드위치,메뉴카테고리없음,소금빵잠봉루꼴라꿀바질소스,6500원
